zc,zf,zp_c,rc,ruc,ruwc,sc,umc,vmc,wmc,umf,vmf,wmf,muc,kthc,muf,kthf,rf,dzc,dzf,tau13c,tau13f
0.0010072997002918396,0.0020145994005836792,0.3984142636953709,1.0049808621381073,0.3999285739521614,-0.00012789616689947746,0.9950367866608375,0.397948648284689,-0.00016686347235225497,-2.155980270241177e-08,0.7985145116455663,-0.00033507785074441115,-4.311960540482354e-08,1.0024873376116992,1.0024873376116992,1.0024686444432613,1.0024686444432613,1.0049433837517325,0.002032963047121805,0.002014599400583683,395.5481718418252,395.04157022920623
0.003040262747413648,0.004065926094243606,1.2025061097509857,1.0049059053653573,1.2049427420398275,-0.0020540505152785733,0.9951110092217826,1.199080375006443,-0.0005032922291365678,-2.0985807762570026e-07,1.6045152667561358,-0.0006728936897803351,-3.7659654984657327e-07,1.002449951274823,1.002449951274823,1.0024309680204904,1.0024309680204904,1.0048678470563477,0.0020699861890925986,0.0020513266936599273,393.858236408692,392.6749025881778
0.005110248936506244,0.00615457177876886,2.0212416093723733,1.0048297887473387,2.0196007608869553,-0.009145642125420479,0.9951863935578559,2.009950158505829,-0.0008424951504241028,-8.507791848435359e-07,2.41743380306033,-0.0010108972591506276,-1.3249618198405026e-06,1.0024119847661586,1.0024119847661586,1.0023927990739114,1.0023927990739114,1.0047913262862604,0.00210760488580114,0.00208864568452527,390.13639748971127,387.5978923912444
0.007217853822307405,0.008281135865845906,2.854856320559078,1.004752863825183,2.838231823257176,-0.02456682760571884,0.9952625919141045,2.8249174476148284,-0.0011792993678771523,-2.2501309446855837e-06,3.2303621328091383,-0.001343787699559332,-3.175300069530661e-06,1.002373613381663,1.002373613381663,1.0023543611932353,1.0023543611932353,1.004714269747295,0.002145825506599086,0.0021265640870770097,383.18533587228654,378.7727793533289
0.009363679328906466,0.010446222791967075,3.703588320561378,1.0046756756694064,3.652624146939452,-0.050224190388564044,0.99533906442145,3.6358068180034455,-0.0015082760312415116,-4.6391538923979916e-06,4.034429901080151,-0.0016668561892719726,-6.1030077152653195e-06,1.0023351090048065,1.0023351090048065,1.002315960660734,1.002315960660734,1.0046372914032835,0.0021846534465109757,0.0021650869261211625,372.26929651820456,365.7658136830805
0.011548332775417459,0.012650442758867841,4.567677820507677,1.0045989071371597,4.453176541423182,-0.08633572707679468,0.9954151341898045,4.4330529841568564,-0.001825436347302433,-8.12108910275157e-06,4.82006234887237,-0.001977253451759557,-1.0139170490237783e-05,1.0022968123166618,1.0022968123166618,1.002277952107068,1.002277952107068,1.0045611020089562,0.002224096624428906,0.002204219966900789,357.2817255001139,348.79763731714735
0.013772429399846386,0.014894416040824835,5.447368163662233,1.0045232968807525,5.23027514770272,-0.13159793481664941,0.9954900685231598,5.207071713587885,-0.002129070556216679,-1.2660494317479852e-05,5.578250278663082,-0.0022742491717765603,-1.5181818144721949e-05,1.0022590918974734,1.0022590918974734,1.002240697509524,1.002240697509524,1.0044864269243146,0.0022641613831340113,0.0022439732819570235,338.6977386161959,328.5978399152444
0.016036590782980368,0.017178765525135888,6.342905202030719,1.0044495569678766,5.975466067582003,-0.1837128011597909,0.9955631606222515,5.949428843738281,-0.0024194277873364435,-1.8108564767491718e-05,6.30150538194348,-0.0025584134817020977,-2.1035311390261464e-05,1.002222303121575,1.002222303121575,1.0022045295857311,1.0022045295857311,1.004413932760964,0.0023048527494939908,0.002284349484310999,317.3856898686393,306.1735398220344
0.01834144353247439,0.019504121539812864,7.254536775880946,1.0043783085540512,6.682198135345649,-0.23998960854355744,0.9956337934624807,6.653581920148674,-0.0026973991760677533,-2.4246494482187003e-05,6.984374568326578,-0.0028300790156092744,-2.7457677574112494e-05,1.0021867560498874,1.0021867560498874,1.0021697260919336,1.0021697260919336,1.0043441758978087,0.002346177511790115,0.0023253560146769825,294.3809889700412,282.5884381180483
0.020687621044264526,0.021871120548716073,8.182513410429417,1.0043100432415657,7.346109113240467,-0.29783208735908484,0.9957014782381788,7.3151672165044745,-0.0029627588551507976,-3.082971824427127e-05,7.623546553958711,-0.003087820034917651,-3.4201758914430085e-05,1.002152696133979,1.002152696133979,1.0021364966900974,1.0021364966900974,1.0042775761924794,0.002388141760022,0.0023669990089032478,270.69631188907636,258.804185660104
0.023075762804286432,0.024280405059856878,9.127088039652111,1.0042451091433926,7.964949863320446,-0.35504172382942795,0.9957658683125248,7.931925891412949,-0.003212881214684503,-3.7622749380048764e-05,8.217665927886097,-0.0033277993752777813,-4.104373984566743e-05,1.002120297246216,1.002120297246216,1.0021049806773858,1.0021049806773858,1.0042144124612609,0.0024307501061897052,0.0024092845111407524,247.19920643208064,235.59422720405712
0.025506512910476113,0.026732620761095532,10.08851542169583,1.0041837157791287,8.538283916145957,-0.409950220163693,0.9958267544743151,8.503405964359244,-0.0034427175358710603,-4.442116188611516e-05,8.76698563658292,-0.003544294270844757,-4.7798583926562856e-05,1.0020896641085555,1.0020896641085555,1.0020752523210865,1.0020752523210865,1.0041548331959267,0.0024740111814269272,0.002452215701238658,224.5556975604915,213.51716791692593
0.02798052409190315,0.029228427422710788,11.067053728554049,1.0041259506127245,9.067088152704992,-0.4614263311438239,0.9958840486217471,9.030565308806583,-0.0036458710058184574,-5.1061712011356346e-05,9.272964194373001,-0.003730923313894886,-5.432484009614968e-05,1.0020608405336169,1.0020608405336169,1.0020473304740058,1.0020473304740058,1.004098875852171,0.002517930789059486,0.0024958066616151964,203.22339934017862,192.92963076343133
0.03049845488096266,0.03176848233921437,12.062963427592381,1.0040718010916174,9.553342286981817,-0.5088079392384746,0.995937761961401,9.51536307993941,-0.003815975621971312,-5.7423999583988554e-05,9.737880194494254,-0.003881925763114754,-6.052315907182741e-05,1.002033820414395,1.002033820414395,1.00202118989692,1.00202118989692,1.0040464895523458,0.0025625118478089237,0.0025400549165037756,183.47498245550418,174.02033414757682
0.03306096672877144,0.03435345111832849,13.076506140609775,1.004021178013075,9.999665005895222,-0.551802516313483,0.9959879818652252,9.960397309049096,-0.003947875904258196,-6.342683231662083e-05,10.164505386421617,-0.003993207110382278,-6.633050556141424e-05,1.0020085593794463,1.0020085593794463,1.0019967724159713,1.0019967724159713,1.003997557451706,0.0026077612460033706,0.002584968779114072,165.43541737615763,156.85050060473844
0.03566872797477478,0.036984004831221245,14.107946213925322,1.0039739368903366,10.409021544349118,-0.5903862133675473,0.9960348506916866,10.36861346379414,-0.004038538316506362,-6.902197792411398e-05,10.555849333471699,-0.004063113141327094,-7.171345028681376e-05,1.0019849854524963,1.0019849854524963,1.0019739968918415,1.0019739968918415,1.0039519167190716,0.0026536843758747097,0.0026305537128926693,149.12128757430892,141.3920745438793
0.038322412350649517,0.03966081987007795,15.157550126631469,1.003929896547808,10.784503846555763,-0.6247148625822985,0.9960785473410618,10.743085203149253,-0.004087687966147828,-7.418719725283303e-05,10.914973184399807,-0.0040928305384762935,-7.666094421885237e-05,1.001963008331186,1.001963008331186,1.0019527675616495,1.0019527675616495,1.0039093752533517,0.0027002864825338424,0.00267681503885675,134.47585556115072,127.55963657842223
0.04102269883318339,0.04238457779628884,16.225586432403823,1.0038888539588946,11.129177058046723,-0.6550529168724958,0.9961192725284592,11.086861165650364,-0.004097973110804757,-7.891955860316005e-05,11.244863040678101,-0.004086110101671101,-8.117817298746774e-05,1.0019425267921127,1.0019425267921127,1.0019329806465134,1.0019329806465134,1.0038697249225332,0.002747571092379497,0.0027237579262109346,121.3972313460415,115.23482611366073
0.043770269925563016,0.04515596205483704,17.312325079704085,1.0038505958861728,11.445979385721433,-0.6817213412229615,0.9961572372235508,11.40286491570584,-0.004074247092537444,-8.322980086160368e-05,11.54835097727792,-0.004048078895442046,-8.528142873573966e-05,1.0019234345009147,1.0019234345009147,1.0019145293405607,1.0019145293405607,1.0038327515581082,0.002795547813649768,0.0027713842585480597,109.75947737387247,104.28412863408424
0.04656581773921272,0.047975673423588355,18.418039817311733,1.003814907230044,11.737664244220134,-0.7050597465116216,0.9961926543529988,11.693837038849995,-0.004021910698346648,-8.713775070763164e-05,11.828071168485996,-0.003983617448592131,-8.899407267952366e-05,1.0019056241802067,1.0019056241802067,1.0018973074722137,1.0018973074722137,1.0037982422882923,0.0028442166508833022,0.0028197113687514763,99.42753843174673,94.57094822940917
0.049410034390096065,0.05084439535660356,19.54300439580162,1.0037815773465404,12.006770542141563,-0.7254027443122343,0.9962257325168091,11.962305298122,-0.003945324198837613,-9.066876495728089e-05,12.086441104326802,-0.003896190251921799,-9.234345723503836e-05,1.00188899076422,1.00188899076422,1.00188121205805,1.00188121205805,1.003765990652043,0.0028935838891774868,0.002868721933015128,90.2670697659888,85.96319130256848
0.05230361827927359,0.05376284120194351,20.68749505167439,1.0037504039575451,12.255615129778992,-0.7430678647952936,0.9962566720943429,12.210576910531616,-0.003847056305005975,-9.385112317286024e-05,12.325658575489747,-0.0037872375918080827,-9.535878911068209e-05,1.0018734333518797,1.0018734333518797,1.0018661449551205,1.0018661449551205,1.003735799906681,0.0029436536690696236,0.0029184458453398454,82.14995249505434,78.33671368754024
0.05524727194834306,0.05673170269474262,21.851789659125085,1.0037211958558172,12.486294667203492,-0.7583507985749768,0.9962856625470061,12.44074024044786,-0.0037274188786101856,-9.671395817238991e-05,12.547707450566353,-0.0036559092790931615,-9.806912723409773e-05,1.0018588565583617,1.0018588565583617,1.0018520138293099,1.0018520138293099,1.0037074849652508,0.0029944269633470633,0.0029688614927994017,74.95718962675086,71.5776655659614
0.05824169891169001,0.0597516951286374,23.036166477112612,1.0036937740746845,12.700695654460764,-0.7715210212524526,0.9963128812460653,12.654674660684844,-0.0035843996795761326,-9.928602985356886e-05,12.754370372085962,-0.003499583962052752,-0.00010050293247304051,1.0018451711002587,1.0018451711002587,1.0018387326011882,1.0018387326011882,1.0036808732872076,0.00304591769025514,0.003019992433894725,68.58052343365625,65.5833813013511
0.06128761660194537,0.06282353807525289,24.240909269638216,1.0036679724997313,12.90051012823023,-0.7828192915073883,0.9963384928554411,12.854066083487082,-0.003414768244529372,-0.00010159513480221563,12.947244870241251,-0.003315287007402068,-0.00010268733713139074,1.0018322941021174,1.0018322941021174,1.0018262216954177,1.0018262216954177,1.0036558053757774,0.0030981194531455314,0.003071842946615555,62.923104240533654,60.26282717971618
0.06438573605509096,0.06594793403492853,25.466299270655476,1.0036436382518235,13.087252508197675,-0.7924589445996716,0.9963626489426324,13.040423656995436,-0.003215805770274766,-0.00010366745178946155,13.127761347652536,-0.003101271799565655,-0.0001046475664475325,1.0018201492887175,1.0018201492887175,1.0018144080022924,1.0018144080022924,1.0036321346988382,0.003151039234935593,0.0031243959596755078,57.89936353744217,55.53589989516817
0.06753677529002627,0.06912561654512445,26.712620476050706,1.0036206311458535,13.262279002103739,-0.8006305763310757,0.9963854885086111,13.21509903830966,-0.002986737828856547,-0.0001055271467922349,13.297200196606175,-0.0028584076159859045,-0.00010640672713693738,1.001808666715867,1.001808666715867,1.0018032245727702,1.0018032245727702,1.0036097270762117,0.003204680004392557,0.0031776825101956785,53.43382158304712,51.33174327092616
0.07074145529441886,0.0723572940437137,27.980158055938237,1.0035988230065693,13.426802666963882,-0.8075042722694816,0.9964071386611979,13.379301354902706,-0.002730077403115264,-0.00010719624369231109,13.456706966754881,-0.00259135294680301,-0.00010798576024768476,1.0017977824296727,1.0017977824296727,1.0017926102469257,1.0017926102469257,1.0035884599338718,0.003259044939889988,0.003231677498589436,49.45996344965382,47.588183628381515
0.07400050023430887,0.07564370642490419,29.269198437564683,1.0035780968611752,13.581908873785908,-0.8132284701913798,0.9964277154117852,13.534112578607058,-0.002452628490490755,-0.00010869470561604114,13.607307073833592,-0.0023086692850190957,-0.00010940365098439753,1.0017874380641791,1.0017874380641791,1.0017825092655266,1.0017825092655266,1.0035682215245798,0.0033141364577360943,0.00328641238119054,45.91947647973612,44.25076933109071
0.07731463669204504,0.07898556695918589,30.58002900389205,1.0035583461879847,13.728569428051845,-0.8179331874118198,0.9964473244173174,13.680501569060118,-0.002164710079547437,-0.00011004046253768487,13.749919009492345,-0.002020910816613855,-0.00011067727409097244,1.0017775804668738,1.0017775804668738,1.0017728708255882,1.0017728708255882,1.0035489100364199,0.003369957171601823,0.0033418605342816488,42.76125964392881,41.271749956766875
0.08068459386364711,0.08238362076810801,31.912938171659874,1.0035394738848562,13.867655010467722,-0.8217317708193801,0.9964660620006743,13.819336449924593,-0.0018771115536802695,-0.00011124955277430142,13.88536495872624,-0.0017373469300661307,-0.00011182183145763037,1.0017681611843023,1.0017681611843023,1.001763648623586,1.001763648623586,1.003530432676661,0.003426508894418201,0.003398053808921997,39.940184812608976,38.60861966845104
0.08411110275806487,0.08583858474802218,33.268215074670536,1.0035213914684662,13.99994408559062,-0.8247240821146654,0.996484015942124,13.951393467527886,-0.0015975823064519887,-0.00011233651317346804,14.014380705770057,-0.001463239065404873,-0.0001128511948893053,1.0017591360628706,1.0017591360628706,1.0017548005643748,1.0017548005643748,1.0035127050877761,0.0034837896651988554,0.003454963979914405,37.41651673897281,36.22441380949463
0.08759489242326415,0.0893512000985053,34.64614807110425,1.0035040187070856,14.126133913859846,-0.8269943015862219,0.9965012658413944,14.077367944012245,-0.001328895824357756,-0.00011331488256567159,14.13762665971428,-0.001198906089219814,-0.00011377857024203777,1.0017504650658786,1.0017504650658786,1.0017462886341564,1.0017462886341564,1.0034956510923474,0.0035418125150952218,0.0035126153504833058,35.15580176036356,34.087189711232455
0.09113670493835932,0.09292220977821265,36.04703067331277,1.0034872834776083,14.24685170426792,-0.8286146969714328,0.996517883257455,14.197885375416313,-0.001068916354081872,-0.00011419735878875189,14.25569499464012,-0.0009410620902209751,-0.00011461614733546618,1.0017421122024348,1.0017421122024348,1.0017380788428067,1.0017380788428067,1.0034792025769994,0.003600566764471569,0.003571009679707138,33.127532951500605,32.16787619176874
